data,miasto,sklep,kategoria,towar,cena,sztuk
2014-11-20,Kraków,Dudek,wyposażenie szkolne,tablica,590.00,2
2016-12-06,Łódź,Wdowiak,wyposażenie szkolne,kreda,5.00,237
2015-05-12,Kraków,Dudek,meble,biurko,149.99,7
2014-10-11,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,4
2015-11-02,Poznań,Romanowski,meble,krzesło obrotowe,69.00,16
2016-11-14,Poznań,Szewczyk,szkolno-biurowe,dziurkacz,7.50,171
2015-10-27,Łódź,Wdowiak,meble,biurko,149.99,5
2015-03-30,Kraków,Wróbel,meble,biurko,149.99,4
2016-03-30,Katowice,Jankowski,szkolno-biurowe,dziurkacz,7.50,137
2016-12-17,Łódź,Kaczmarski,wyposażenie szkolne,gąbka,4.00,230
2016-04-15,Gdańsk,Żurek,meble,krzesło obrotowe,69.00,7
2015-09-27,Kraków,Kozłowski,wyposażenie szkolne,tablica,590.00,1
2016-06-08,Białystok,Podsiadło,wyposażenie szkolne,gąbka,4.00,35
2016-11-16,Katowice,Michalak,szkolno-biurowe,flamaster,0.99,39
2016-07-22,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,11
2016-04-15,Kraków,Dudek,wyposażenie szkolne,tablica,590.00,3
2016-11-01,Gdańsk,Socha,meble,krzesło obrotowe,69.00,14
2016-09-27,Poznań,Szewczyk,wyposażenie szkolne,tablica,590.00,1
2015-01-13,Kraków,Kozłowski,wyposażenie szkolne,gąbka,4.00,27
2016-09-11,Łódź,Kaczmarek,meble,krzesło obrotowe,69.00,1
2015-04-05,Warszawa,Stefaniak,wyposażenie szkolne,gąbka,4.00,143
2017-04-13,Gdańsk,Socha,szkolno-biurowe,plastelina,2.99,179
2015-08-31,Kraków,Kozłowski,wyposażenie szkolne,kreda,5.00,177
2015-08-25,Katowice,Michalak,szkolno-biurowe,dziurkacz,7.50,52
2014-12-11,Kraków,Dudek,wyposażenie szkolne,tablica,590.00,1
2014-10-24,Katowice,Michalak,wyposażenie szkolne,kreda,5.00,447
2015-06-01,Łódź,Kaczmarek,meble,krzesło obrotowe,69.00,1
2017-02-20,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,6
2016-10-19,Poznań,Szewczyk,wyposażenie szkolne,kreda,5.00,293
2015-12-25,Łódź,Kaczmarek,meble,biurko,149.99,8
2016-11-07,Radom,Grycuk,szkolno-biurowe,długopis,1.49,40
2015-07-02,Katowice,Gaińska,wyposażenie szkolne,tablica,590.00,4
2016-02-06,Gdańsk,Socha,meble,biurko,149.99,11
2016-02-14,Łódź,Kaczmarek,szkolno-biurowe,dziurkacz,7.50,45
2016-10-04,Katowice,Gaińska,szkolno-biurowe,dziurkacz,7.50,189
2016-05-02,Gdańsk,Żurek,wyposażenie szkolne,kreda,5.00,350
2017-02-06,Gdańsk,Krupa,meble,krzesło obrotowe,69.00,27
2015-06-22,Gdańsk,Skiba,wyposażenie szkolne,gąbka,4.00,165
2015-07-10,Radom,Zawadzki,meble,krzesło obrotowe,69.00,13
2014-10-18,Radom,Grycuk,wyposażenie szkolne,kreda,5.00,18
2015-03-22,Warszawa,Malinowski,szkolno-biurowe,dziurkacz,7.50,220
2015-12-01,Gdańsk,Skiba,meble,krzesło obrotowe,69.00,21
2015-11-28,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,15
2016-04-13,Gdańsk,Socha,szkolno-biurowe,długopis,1.49,126
2015-05-11,Gdańsk,Krupa,szkolno-biurowe,flamaster,0.99,80
2014-10-15,Łódź,Kaczmarski,wyposażenie szkolne,kreda,5.00,81
2016-03-31,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,8
2015-09-21,Białystok,Pietrasiuk,szkolno-biurowe,długopis,1.49,32
2016-12-02,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,244
2015-08-30,Gdańsk,Żurek,wyposażenie szkolne,tablica,590.00,2
2014-12-21,Kraków,Wróbel,szkolno-biurowe,plastelina,2.99,287
2016-11-10,Radom,Arendt,meble,krzesło obrotowe,69.00,13
2016-04-20,Poznań,Borowik,wyposażenie szkolne,tablica,590.00,4
2015-07-07,Radom,Zawadzki,meble,biurko,149.99,8
2015-05-26,Radom,Czarnecki,meble,krzesło obrotowe,69.00,5
2017-01-26,Kraków,Dudek,meble,biurko,149.99,9
2015-01-26,Radom,Zawadzki,szkolno-biurowe,dziurkacz,7.50,7
2014-11-03,Łódź,Kaczmarek,wyposażenie szkolne,gąbka,4.00,46
2014-10-24,Poznań,Szewczyk,meble,biurko,149.99,1
2017-01-01,Poznań,Szewczyk,wyposażenie szkolne,tablica,590.00,4
2017-03-13,Warszawa,Malinowski,szkolno-biurowe,dziurkacz,7.50,49
2015-08-22,Poznań,Szewczyk,szkolno-biurowe,dziurkacz,7.50,95
2016-11-07,Białystok,Podsiadło,wyposażenie szkolne,tablica,590.00,1
2016-06-13,Radom,Arendt,szkolno-biurowe,plastelina,2.99,4
2016-09-08,Gdańsk,Krupa,szkolno-biurowe,plastelina,2.99,334
2016-08-20,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,4
2016-10-02,Białystok,Pietrasiuk,szkolno-biurowe,dziurkacz,7.50,10
2015-08-15,Białystok,Podsiadło,szkolno-biurowe,długopis,1.49,23
2015-10-04,Poznań,Szewczyk,wyposażenie szkolne,gąbka,4.00,78
2016-08-22,Kraków,Wróbel,szkolno-biurowe,plastelina,2.99,106
2016-06-21,Katowice,Michalak,meble,biurko,149.99,6
2014-12-06,Gdańsk,Socha,szkolno-biurowe,długopis,1.49,279
2016-11-06,Kraków,Dudek,wyposażenie szkolne,gąbka,4.00,212
2016-07-03,Katowice,Gaińska,meble,biurko,149.99,10
2016-03-29,Gdańsk,Żurek,szkolno-biurowe,flamaster,0.99,127
2017-03-18,Radom,Arendt,szkolno-biurowe,plastelina,2.99,64
2016-09-13,Poznań,Szewczyk,meble,biurko,149.99,10
2015-03-16,Katowice,Michalak,wyposażenie szkolne,tablica,590.00,3
2015-10-20,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,6
2016-06-30,Łódź,Kaczmarski,szkolno-biurowe,plastelina,2.99,20
2015-02-28,Poznań,Szewczyk,meble,biurko,149.99,6
2016-01-03,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,29
2016-02-27,Katowice,Michalak,meble,krzesło obrotowe,69.00,13
2015-06-14,Łódź,Kaczmarski,szkolno-biurowe,flamaster,0.99,167
2015-05-11,Katowice,Michalak,szkolno-biurowe,plastelina,2.99,467
2015-01-31,Radom,Grycuk,wyposażenie szkolne,gąbka,4.00,108
2015-02-25,Radom,Zawadzki,wyposażenie szkolne,gąbka,4.00,100
2016-04-24,Poznań,Romanowski,szkolno-biurowe,plastelina,2.99,318
2015-06-16,Warszawa,Stefaniak,szkolno-biurowe,plastelina,2.99,97
2015-02-02,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2015-02-12,Katowice,Jankowski,wyposażenie szkolne,tablica,590.00,2
2015-01-01,Łódź,Wdowiak,wyposażenie szkolne,kreda,5.00,88
2015-12-16,Gdańsk,Krupa,meble,krzesło obrotowe,69.00,27
2015-08-22,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,25
2016-08-03,Warszawa,Malinowski,wyposażenie szkolne,gąbka,4.00,445
2016-03-28,Gdańsk,Żurek,wyposażenie szkolne,gąbka,4.00,274
2016-01-28,Kraków,Sikorski,wyposażenie szkolne,tablica,590.00,3
2016-11-01,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,25
2015-02-01,Białystok,Pietrasiuk,szkolno-biurowe,długopis,1.49,70
2016-02-12,Radom,Zawadzki,szkolno-biurowe,długopis,1.49,37
2016-06-30,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2014-11-02,Kraków,Sikorski,wyposażenie szkolne,kreda,5.00,78
2016-07-31,Poznań,Romanowski,szkolno-biurowe,długopis,1.49,76
2015-12-20,Białystok,Podsiadło,szkolno-biurowe,plastelina,2.99,47
2016-02-11,Radom,Arendt,meble,krzesło obrotowe,69.00,11
2015-09-28,Katowice,Gaińska,meble,krzesło obrotowe,69.00,30
2017-01-26,Białystok,Podsiadło,meble,biurko,149.99,1
2016-10-14,Poznań,Borowik,szkolno-biurowe,dziurkacz,7.50,142
2016-07-03,Warszawa,Malinowski,szkolno-biurowe,długopis,1.49,325
2015-07-04,Katowice,Gaińska,szkolno-biurowe,dziurkacz,7.50,80
2015-03-07,Katowice,Michalak,wyposażenie szkolne,kreda,5.00,267
2015-03-17,Białystok,Pietrasiuk,szkolno-biurowe,plastelina,2.99,9
2016-05-19,Katowice,Michalak,szkolno-biurowe,długopis,1.49,21
2016-08-13,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,6
2017-01-13,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2017-05-02,Gdańsk,Żurek,meble,krzesło obrotowe,69.00,9
2015-02-28,Białystok,Podsiadło,szkolno-biurowe,flamaster,0.99,60
2017-01-05,Warszawa,Stefaniak,meble,biurko,149.99,13
2014-11-20,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,10
2016-05-16,Gdańsk,Skiba,wyposażenie szkolne,kreda,5.00,96
2014-11-18,Warszawa,Stefaniak,szkolno-biurowe,dziurkacz,7.50,194
2016-01-31,Poznań,Romanowski,meble,krzesło obrotowe,69.00,23
2017-03-31,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,22
2015-07-06,Gdańsk,Skiba,wyposażenie szkolne,kreda,5.00,5
2016-12-27,Warszawa,Stefaniak,meble,biurko,149.99,6
2015-04-15,Łódź,Kaczmarek,meble,biurko,149.99,11
2016-08-22,Kraków,Kozłowski,wyposażenie szkolne,kreda,5.00,143
2015-05-03,Kraków,Sikorski,meble,krzesło obrotowe,69.00,11
2015-08-27,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,26
2015-08-28,Radom,Czarnecki,meble,krzesło obrotowe,69.00,12
2017-02-23,Łódź,Wdowiak,szkolno-biurowe,dziurkacz,7.50,32
2015-12-14,Radom,Zawadzki,szkolno-biurowe,dziurkacz,7.50,90
2017-01-01,Łódź,Kaczmarek,szkolno-biurowe,flamaster,0.99,115
2017-04-02,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,223
2016-06-09,Katowice,Michalak,meble,biurko,149.99,19
2015-12-28,Kraków,Dudek,meble,biurko,149.99,12
2015-12-14,Poznań,Romanowski,szkolno-biurowe,flamaster,0.99,268
2014-10-24,Gdańsk,Krupa,meble,krzesło obrotowe,69.00,31
2017-03-10,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,203
2015-05-09,Kraków,Dudek,szkolno-biurowe,długopis,1.49,156
2015-02-07,Radom,Czarnecki,wyposażenie szkolne,tablica,590.00,2
2015-04-11,Łódź,Wdowiak,szkolno-biurowe,flamaster,0.99,51
2016-01-12,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,467
2015-01-31,Gdańsk,Socha,wyposażenie szkolne,kreda,5.00,125
2016-03-01,Łódź,Wdowiak,szkolno-biurowe,dziurkacz,7.50,59
2015-02-22,Gdańsk,Krupa,szkolno-biurowe,dziurkacz,7.50,42
2015-08-27,Poznań,Borowik,meble,biurko,149.99,3
2014-12-02,Poznań,Romanowski,meble,biurko,149.99,14
2016-04-13,Radom,Czarnecki,meble,biurko,149.99,2
2016-11-14,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,35
2015-12-18,Białystok,Podsiadło,meble,biurko,149.99,2
2016-06-18,Warszawa,Stefaniak,meble,biurko,149.99,20
2016-02-02,Radom,Grycuk,szkolno-biurowe,flamaster,0.99,94
2015-11-15,Gdańsk,Socha,wyposażenie szkolne,tablica,590.00,1
2016-01-23,Poznań,Szewczyk,wyposażenie szkolne,gąbka,4.00,246
2017-03-30,Poznań,Romanowski,szkolno-biurowe,flamaster,0.99,231
2017-03-21,Poznań,Borowik,meble,biurko,149.99,3
2017-01-03,Poznań,Romanowski,wyposażenie szkolne,tablica,590.00,4
2015-12-09,Łódź,Wdowiak,wyposażenie szkolne,gąbka,4.00,280
2016-02-12,Łódź,Kaczmarski,wyposażenie szkolne,kreda,5.00,80
2015-01-26,Białystok,Podsiadło,szkolno-biurowe,flamaster,0.99,59
2016-12-28,Gdańsk,Krupa,wyposażenie szkolne,tablica,590.00,1
2016-12-16,Radom,Grycuk,meble,biurko,149.99,1
2017-01-07,Kraków,Sikorski,meble,krzesło obrotowe,69.00,5
2015-09-30,Warszawa,Stefaniak,wyposażenie szkolne,gąbka,4.00,407
2017-01-05,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,1
2015-09-21,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,7
2014-11-21,Radom,Arendt,szkolno-biurowe,plastelina,2.99,177
2015-06-04,Białystok,Podsiadło,wyposażenie szkolne,gąbka,4.00,26
2015-07-23,Białystok,Pietrasiuk,szkolno-biurowe,plastelina,2.99,16
2016-07-19,Warszawa,Malinowski,szkolno-biurowe,plastelina,2.99,446
2016-12-22,Białystok,Pietrasiuk,meble,biurko,149.99,1
2015-01-22,Gdańsk,Krupa,meble,biurko,149.99,5
2016-11-12,Warszawa,Malinowski,szkolno-biurowe,flamaster,0.99,14
2015-12-10,Białystok,Podsiadło,wyposażenie szkolne,kreda,5.00,23
2014-10-28,Katowice,Jankowski,wyposażenie szkolne,gąbka,4.00,69
2015-08-13,Radom,Czarnecki,meble,krzesło obrotowe,69.00,9
2016-09-07,Warszawa,Stefaniak,wyposażenie szkolne,tablica,590.00,1
2016-09-06,Katowice,Gaińska,wyposażenie szkolne,gąbka,4.00,143
2016-08-03,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,34
2014-11-05,Białystok,Pietrasiuk,szkolno-biurowe,flamaster,0.99,67
2015-03-29,Gdańsk,Skiba,wyposażenie szkolne,gąbka,4.00,373
2015-07-19,Białystok,Podsiadło,wyposażenie szkolne,tablica,590.00,1
2016-01-31,Gdańsk,Żurek,meble,biurko,149.99,16
2014-10-12,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,4
2016-08-17,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2017-04-23,Białystok,Pietrasiuk,szkolno-biurowe,długopis,1.49,16
2015-06-02,Gdańsk,Socha,szkolno-biurowe,długopis,1.49,20
2016-06-18,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,28
2015-07-25,Łódź,Wdowiak,szkolno-biurowe,plastelina,2.99,30
2016-06-25,Radom,Grycuk,wyposażenie szkolne,kreda,5.00,82
2016-06-23,Warszawa,Stefaniak,szkolno-biurowe,flamaster,0.99,97
2017-05-02,Łódź,Kaczmarek,szkolno-biurowe,plastelina,2.99,103
2016-08-07,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,1
2014-11-06,Katowice,Michalak,szkolno-biurowe,flamaster,0.99,120
2015-12-28,Poznań,Szewczyk,meble,biurko,149.99,9
2015-04-28,Radom,Grycuk,szkolno-biurowe,flamaster,0.99,153
2015-08-26,Białystok,Podsiadło,wyposażenie szkolne,tablica,590.00,1
2015-11-21,Poznań,Romanowski,wyposażenie szkolne,tablica,590.00,4
2015-06-27,Katowice,Gaińska,wyposażenie szkolne,gąbka,4.00,161
2015-06-27,Gdańsk,Krupa,meble,biurko,149.99,14
2016-05-09,Łódź,Kaczmarski,szkolno-biurowe,plastelina,2.99,25
2017-04-14,Warszawa,Malinowski,szkolno-biurowe,flamaster,0.99,1
2015-06-13,Katowice,Gaińska,szkolno-biurowe,dziurkacz,7.50,210
2016-10-19,Białystok,Podsiadło,szkolno-biurowe,flamaster,0.99,36
2016-01-05,Poznań,Borowik,meble,biurko,149.99,10
2016-11-03,Gdańsk,Skiba,meble,biurko,149.99,7
2015-07-15,Łódź,Kaczmarek,szkolno-biurowe,dziurkacz,7.50,148
2015-06-20,Radom,Zawadzki,szkolno-biurowe,dziurkacz,7.50,94
2017-05-04,Łódź,Kaczmarski,meble,biurko,149.99,11
2015-08-18,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,484
2015-09-28,Łódź,Wdowiak,meble,biurko,149.99,4
2016-11-07,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,1
2016-04-03,Białystok,Pietrasiuk,szkolno-biurowe,flamaster,0.99,36
2015-03-14,Łódź,Kaczmarek,meble,biurko,149.99,2
2017-04-04,Łódź,Kaczmarek,szkolno-biurowe,dziurkacz,7.50,67
2016-09-30,Radom,Czarnecki,wyposażenie szkolne,tablica,590.00,1
2014-11-27,Łódź,Kaczmarek,wyposażenie szkolne,tablica,590.00,1
2016-02-25,Kraków,Kozłowski,meble,biurko,149.99,5
2016-08-01,Radom,Arendt,wyposażenie szkolne,kreda,5.00,153
2015-04-15,Łódź,Kaczmarski,wyposażenie szkolne,tablica,590.00,2
2015-09-05,Poznań,Szewczyk,szkolno-biurowe,flamaster,0.99,185
2015-03-30,Katowice,Jankowski,wyposażenie szkolne,tablica,590.00,4
2017-02-15,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,29
2016-08-05,Poznań,Borowik,szkolno-biurowe,długopis,1.49,241
2015-02-12,Radom,Zawadzki,meble,krzesło obrotowe,69.00,15
2017-01-30,Poznań,Borowik,wyposażenie szkolne,kreda,5.00,334
2017-02-02,Poznań,Romanowski,meble,biurko,149.99,15
2016-08-22,Poznań,Borowik,wyposażenie szkolne,tablica,590.00,1
2014-11-06,Łódź,Kaczmarski,szkolno-biurowe,flamaster,0.99,130
2016-06-10,Kraków,Sikorski,szkolno-biurowe,plastelina,2.99,75
2016-04-28,Kraków,Dudek,wyposażenie szkolne,tablica,590.00,3
2014-12-14,Poznań,Borowik,meble,krzesło obrotowe,69.00,2
2016-11-28,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,23
2016-03-16,Białystok,Podsiadło,szkolno-biurowe,długopis,1.49,8
2015-01-03,Gdańsk,Skiba,wyposażenie szkolne,gąbka,4.00,350
2016-10-23,Białystok,Podsiadło,meble,biurko,149.99,3
2015-12-22,Warszawa,Stefaniak,szkolno-biurowe,plastelina,2.99,152
2015-10-01,Radom,Grycuk,szkolno-biurowe,plastelina,2.99,29
2016-11-20,Radom,Zawadzki,szkolno-biurowe,dziurkacz,7.50,7
2016-09-22,Kraków,Kozłowski,meble,biurko,149.99,11
2015-03-03,Warszawa,Stefaniak,meble,biurko,149.99,8
2017-03-09,Białystok,Pietrasiuk,wyposażenie szkolne,kreda,5.00,41
2016-10-14,Poznań,Borowik,wyposażenie szkolne,gąbka,4.00,35
2014-12-06,Kraków,Dudek,meble,biurko,149.99,1
2016-12-13,Gdańsk,Socha,meble,biurko,149.99,10
2015-03-28,Kraków,Kozłowski,szkolno-biurowe,dziurkacz,7.50,16
2017-03-24,Białystok,Pietrasiuk,szkolno-biurowe,plastelina,2.99,73
2015-10-11,Łódź,Kaczmarek,szkolno-biurowe,dziurkacz,7.50,125
2016-01-22,Radom,Czarnecki,wyposażenie szkolne,tablica,590.00,2
2015-10-31,Katowice,Gaińska,szkolno-biurowe,plastelina,2.99,333
2015-06-15,Gdańsk,Żurek,meble,krzesło obrotowe,69.00,19
2015-06-27,Kraków,Wróbel,szkolno-biurowe,plastelina,2.99,218
2016-06-24,Gdańsk,Socha,szkolno-biurowe,dziurkacz,7.50,162
2015-06-09,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,7
2015-10-04,Kraków,Sikorski,szkolno-biurowe,długopis,1.49,123
2016-11-26,Radom,Grycuk,szkolno-biurowe,flamaster,0.99,134
2017-01-07,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,6
2016-06-21,Kraków,Wróbel,wyposażenie szkolne,kreda,5.00,103
2017-02-01,Białystok,Podsiadło,wyposażenie szkolne,tablica,590.00,1
2016-03-10,Poznań,Borowik,meble,biurko,149.99,9
2017-04-05,Radom,Arendt,wyposażenie szkolne,tablica,590.00,1
2016-04-15,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,3
2016-03-13,Kraków,Kozłowski,szkolno-biurowe,długopis,1.49,75
2015-04-03,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,43
2014-10-31,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,92
2016-04-18,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2017-03-28,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,27
2015-08-20,Gdańsk,Krupa,meble,krzesło obrotowe,69.00,3
2015-05-05,Poznań,Borowik,wyposażenie szkolne,tablica,590.00,2
2016-02-07,Radom,Zawadzki,meble,krzesło obrotowe,69.00,14
2015-11-30,Białystok,Podsiadło,szkolno-biurowe,długopis,1.49,32
2014-10-30,Radom,Arendt,wyposażenie szkolne,tablica,590.00,1
2015-05-19,Białystok,Pietrasiuk,szkolno-biurowe,plastelina,2.99,11
2016-02-12,Poznań,Borowik,meble,biurko,149.99,9
2016-03-22,Radom,Zawadzki,wyposażenie szkolne,tablica,590.00,2
2016-06-08,Gdańsk,Skiba,meble,krzesło obrotowe,69.00,10
2016-04-18,Łódź,Kaczmarski,szkolno-biurowe,długopis,1.49,79
2016-08-11,Radom,Zawadzki,meble,krzesło obrotowe,69.00,15
2016-07-19,Łódź,Kaczmarek,szkolno-biurowe,dziurkacz,7.50,129
2015-03-12,Katowice,Jankowski,meble,krzesło obrotowe,69.00,13
2015-06-08,Łódź,Kaczmarek,wyposażenie szkolne,gąbka,4.00,241
2016-05-20,Łódź,Wdowiak,wyposażenie szkolne,gąbka,4.00,201
2014-11-04,Poznań,Borowik,wyposażenie szkolne,tablica,590.00,4
2017-02-05,Kraków,Kozłowski,meble,biurko,149.99,4
2016-12-06,Warszawa,Malinowski,szkolno-biurowe,plastelina,2.99,384
2015-12-23,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2016-05-29,Gdańsk,Krupa,meble,krzesło obrotowe,69.00,16
2015-05-02,Katowice,Jankowski,szkolno-biurowe,dziurkacz,7.50,244
2017-03-14,Gdańsk,Krupa,wyposażenie szkolne,kreda,5.00,165
2016-12-13,Poznań,Szewczyk,meble,biurko,149.99,8
2016-05-08,Gdańsk,Socha,wyposażenie szkolne,kreda,5.00,323
2016-09-08,Kraków,Wróbel,meble,biurko,149.99,1
2016-09-24,Łódź,Kaczmarek,wyposażenie szkolne,tablica,590.00,1
2015-01-03,Kraków,Sikorski,wyposażenie szkolne,tablica,590.00,3
2017-04-05,Katowice,Michalak,wyposażenie szkolne,tablica,590.00,2
2017-03-24,Katowice,Michalak,wyposażenie szkolne,tablica,590.00,1
2017-04-03,Poznań,Romanowski,szkolno-biurowe,plastelina,2.99,164
2016-02-07,Poznań,Romanowski,szkolno-biurowe,plastelina,2.99,386
2016-06-27,Poznań,Borowik,wyposażenie szkolne,gąbka,4.00,45
2016-05-10,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,8
2017-03-02,Łódź,Wdowiak,wyposażenie szkolne,gąbka,4.00,117
2014-10-21,Kraków,Kozłowski,wyposażenie szkolne,tablica,590.00,3
2016-05-02,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,5
2016-11-09,Warszawa,Malinowski,meble,biurko,149.99,9
2016-01-21,Łódź,Kaczmarski,meble,biurko,149.99,3
2014-11-05,Łódź,Kaczmarski,wyposażenie szkolne,gąbka,4.00,132
2015-10-17,Warszawa,Stefaniak,szkolno-biurowe,długopis,1.49,26
2016-08-07,Kraków,Sikorski,wyposażenie szkolne,gąbka,4.00,240
2014-11-21,Poznań,Szewczyk,wyposażenie szkolne,tablica,590.00,4
2014-10-27,Poznań,Romanowski,szkolno-biurowe,długopis,1.49,44
2015-11-18,Białystok,Podsiadło,szkolno-biurowe,długopis,1.49,33
2015-01-11,Katowice,Gaińska,wyposażenie szkolne,gąbka,4.00,264
2017-02-07,Kraków,Kozłowski,wyposażenie szkolne,kreda,5.00,81
2016-04-29,Białystok,Podsiadło,szkolno-biurowe,flamaster,0.99,41
2015-02-23,Radom,Arendt,szkolno-biurowe,plastelina,2.99,120
2016-11-30,Gdańsk,Skiba,wyposażenie szkolne,kreda,5.00,333
2016-05-30,Gdańsk,Socha,wyposażenie szkolne,tablica,590.00,1
2017-04-09,Łódź,Wdowiak,meble,biurko,149.99,5
2015-07-06,Warszawa,Malinowski,szkolno-biurowe,długopis,1.49,149
2015-05-24,Katowice,Michalak,meble,krzesło obrotowe,69.00,6
2015-11-15,Katowice,Gaińska,meble,biurko,149.99,18
2016-09-22,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,6
2016-10-22,Katowice,Gaińska,meble,biurko,149.99,15
2017-01-11,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,4
2015-10-12,Radom,Grycuk,szkolno-biurowe,dziurkacz,7.50,29
2017-05-09,Łódź,Kaczmarek,szkolno-biurowe,długopis,1.49,124
2015-11-02,Poznań,Szewczyk,wyposażenie szkolne,tablica,590.00,2
2015-08-04,Katowice,Gaińska,wyposażenie szkolne,tablica,590.00,1
2015-07-29,Warszawa,Stefaniak,meble,biurko,149.99,20
2016-11-22,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,18
2015-03-17,Kraków,Dudek,wyposażenie szkolne,tablica,590.00,3
2016-08-23,Gdańsk,Skiba,szkolno-biurowe,długopis,1.49,280
2014-10-20,Kraków,Kozłowski,meble,biurko,149.99,8
2016-04-05,Poznań,Borowik,wyposażenie szkolne,gąbka,4.00,137
2016-12-27,Poznań,Szewczyk,wyposażenie szkolne,kreda,5.00,331
2017-04-14,Gdańsk,Skiba,szkolno-biurowe,flamaster,0.99,124
2016-03-19,Łódź,Wdowiak,szkolno-biurowe,flamaster,0.99,196
2016-01-04,Białystok,Podsiadło,meble,biurko,149.99,3
2017-05-08,Poznań,Borowik,meble,biurko,149.99,13
2017-01-28,Radom,Arendt,meble,krzesło obrotowe,69.00,3
2016-09-27,Łódź,Kaczmarski,wyposażenie szkolne,gąbka,4.00,140
2014-12-05,Łódź,Kaczmarski,meble,biurko,149.99,10
2017-04-26,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,3
2015-05-29,Gdańsk,Krupa,szkolno-biurowe,dziurkacz,7.50,103
2016-04-30,Kraków,Sikorski,wyposażenie szkolne,gąbka,4.00,47
2017-03-12,Katowice,Jankowski,wyposażenie szkolne,gąbka,4.00,90
2014-12-16,Warszawa,Malinowski,szkolno-biurowe,flamaster,0.99,172
2017-04-24,Łódź,Kaczmarski,szkolno-biurowe,flamaster,0.99,222
2015-10-04,Radom,Grycuk,wyposażenie szkolne,tablica,590.00,1
2015-06-11,Białystok,Pietrasiuk,meble,biurko,149.99,1
2015-10-02,Kraków,Dudek,wyposażenie szkolne,gąbka,4.00,100
2017-01-24,Gdańsk,Skiba,szkolno-biurowe,plastelina,2.99,149
2016-06-20,Białystok,Podsiadło,szkolno-biurowe,długopis,1.49,7
2015-10-26,Kraków,Sikorski,szkolno-biurowe,długopis,1.49,5
2014-10-26,Gdańsk,Socha,wyposażenie szkolne,gąbka,4.00,155
2015-01-06,Katowice,Michalak,meble,krzesło obrotowe,69.00,29
2015-06-12,Białystok,Podsiadło,szkolno-biurowe,plastelina,2.99,13
2017-04-08,Katowice,Michalak,wyposażenie szkolne,tablica,590.00,3
2014-12-27,Gdańsk,Krupa,wyposażenie szkolne,kreda,5.00,281
2016-02-03,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,7
2017-03-29,Katowice,Gaińska,szkolno-biurowe,długopis,1.49,231
2015-09-03,Katowice,Jankowski,meble,krzesło obrotowe,69.00,25
2014-11-05,Katowice,Gaińska,szkolno-biurowe,flamaster,0.99,93
2016-04-05,Kraków,Dudek,szkolno-biurowe,flamaster,0.99,41
